"","city.state","Year","n","lon","lat","geoAddress"
"329","New Orleans , LA",1968,13,-90.0715323,29.9510658,"new orleans, la, usa"
"330","New Orleans , LA",1969,13,-90.0715323,29.9510658,"new orleans, la, usa"
"331","New Orleans , LA",1971,20,-90.0715323,29.9510658,"new orleans, la, usa"
"332","New Orleans , LA",1974,8,-90.0715323,29.9510658,"new orleans, la, usa"
"333","Newport , KY",1974,1,-84.4957757,39.091449,"newport, ky 41071, usa"
"334","Norfolk , TX",1965,1,-76.2128029,36.8611669,"5649 lowery rd, norfolk, va 23502, usa"
"335","Norfolk , VA",1966,1,-76.2858726,36.8507689,"norfolk, va, usa"
"336","Norfolk , VA",1968,1,-76.2858726,36.8507689,"norfolk, va, usa"
"337","Norfolk , VA",1969,4,-76.2858726,36.8507689,"norfolk, va, usa"
"338","Norfolk , VA",1971,5,-76.2858726,36.8507689,"norfolk, va, usa"
"339","Norfolk , VA",1974,4,-76.2858726,36.8507689,"norfolk, va, usa"
"340","Odessa , TX",1971,1,-102.3676431,31.8456816,"odessa, tx, usa"
"341","Orlando , FL",1968,1,-81.3792365,28.5383355,"orlando, fl, usa"
"342","Orlando , FL",1969,2,-81.3792365,28.5383355,"orlando, fl, usa"
"343","Orlando , FL",1971,2,-81.3792365,28.5383355,"orlando, fl, usa"
"344","Orlando , FL",1974,1,-81.3792365,28.5383355,"orlando, fl, usa"
"345","Palm Beach , FL",1965,1,-80.0364297,26.7056206,"palm beach, fl, usa"
"346","Palm Beach , FL",1966,1,-80.0364297,26.7056206,"palm beach, fl, usa"
"347","Palm Beach , FL",1968,1,-80.0364297,26.7056206,"palm beach, fl, usa"
"348","Pensacola , FL",1965,2,-87.2169149,30.421309,"pensacola, fl, usa"
"349","Pensacola , FL",1966,2,-87.2169149,30.421309,"pensacola, fl, usa"
"350","Pensacola , FL",1968,2,-87.2169149,30.421309,"pensacola, fl, usa"
"351","Pensacola , FL",1969,2,-87.2169149,30.421309,"pensacola, fl, usa"
"352","Pensacola , FL",1971,3,-87.2169149,30.421309,"pensacola, fl, usa"
"353","Pensacola , FL",1974,1,-87.2169149,30.421309,"pensacola, fl, usa"
"354","Ponce De Leon , FL",1974,1,-85.9374357,30.7229671,"ponce de leon, fl 32455, usa"
"355","Raleigh , NC",1965,1,-78.6381787,35.7795897,"raleigh, nc, usa"
"356","Raleigh , NC",1966,1,-78.6381787,35.7795897,"raleigh, nc, usa"
"357","Raleigh , NC",1968,1,-78.6381787,35.7795897,"raleigh, nc, usa"
"358","Richmond , TX",1965,1,-95.7607832,29.5821811,"richmond, tx, usa"
"359","Richmond , VA",1966,2,-77.4360481,37.5407246,"richmond, va, usa"
"360","Richmond , VA",1968,2,-77.4360481,37.5407246,"richmond, va, usa"
"361","Richmond , VA",1969,1,-77.4360481,37.5407246,"richmond, va, usa"
"362","Richmond , VA",1971,1,-77.4360481,37.5407246,"richmond, va, usa"
"363","Richmond , VA",1974,4,-77.4360481,37.5407246,"richmond, va, usa"
"364","Roanoke , TX",1965,1,-97.2258483,33.0040126,"roanoke, tx, usa"
"365","Roanoke , VA",1969,1,-79.9414266,37.2709704,"roanoke, va, usa"
"366","Roanoke , VA",1971,1,-79.9414266,37.2709704,"roanoke, va, usa"
"367","San Antonio , TX",1965,4,-98.4936282,29.4241219,"san antonio, tx, usa"
"368","San Antonio , TX",1966,6,-98.4936282,29.4241219,"san antonio, tx, usa"
"369","San Antonio , TX",1968,7,-98.4936282,29.4241219,"san antonio, tx, usa"
"370","San Antonio , TX",1969,8,-98.4936282,29.4241219,"san antonio, tx, usa"
"371","San Antonio , TX",1971,9,-98.4936282,29.4241219,"san antonio, tx, usa"
"372","San Antonio , TX",1974,6,-98.4936282,29.4241219,"san antonio, tx, usa"
"373","Sarasota , FL",1965,2,-82.5306527,27.3364347,"sarasota, fl, usa"
"374","Sarasota , FL",1966,2,-82.5306527,27.3364347,"sarasota, fl, usa"
"375","Sarasota , FL",1968,4,-82.5306527,27.3364347,"sarasota, fl, usa"
"376","Sarasota , FL",1969,4,-82.5306527,27.3364347,"sarasota, fl, usa"
"377","Sarasota , FL",1971,3,-82.5306527,27.3364347,"sarasota, fl, usa"
"378","Sarasota , FL",1974,1,-82.5306527,27.3364347,"sarasota, fl, usa"
"379","Savannah , GA",1965,4,-81.091203,32.0808989,"savannah, ga, usa"
"380","Savannah , GA",1966,4,-81.091203,32.0808989,"savannah, ga, usa"
"381","Savannah , GA",1968,3,-81.091203,32.0808989,"savannah, ga, usa"
"382","Savannah , GA",1969,8,-81.091203,32.0808989,"savannah, ga, usa"
"383","Savannah , GA",1971,7,-81.091203,32.0808989,"savannah, ga, usa"
"384","Savannah , GA",1974,3,-81.091203,32.0808989,"savannah, ga, usa"
"385","Savannah Beach , GA",1969,3,-80.845666,32.0002152,"tybee island, ga 31328, usa"
"386","Savannah Beach , GA",1971,5,-80.845666,32.0002152,"tybee island, ga 31328, usa"
"387","Savannah Beach , GA",1974,2,-80.845666,32.0002152,"tybee island, ga 31328, usa"
"388","Shreveport , LA",1965,1,-93.7501789,32.5251516,"shreveport, la, usa"
"389","Shreveport , LA",1966,3,-93.7501789,32.5251516,"shreveport, la, usa"
"390","Shreveport , LA",1968,3,-93.7501789,32.5251516,"shreveport, la, usa"
"391","Shreveport , LA",1969,4,-93.7501789,32.5251516,"shreveport, la, usa"
"392","Shreveport , LA",1971,2,-93.7501789,32.5251516,"shreveport, la, usa"
"393","St. Petersburg , FL",1965,2,-82.6402915,27.7676008,"st. petersburg, fl, usa"
"394","St. Petersburg , FL",1966,2,-82.6402915,27.7676008,"st. petersburg, fl, usa"
"395","St. Petersburg , FL",1968,4,-82.6402915,27.7676008,"st. petersburg, fl, usa"
"396","St. Petersburg , FL",1969,5,-82.6402915,27.7676008,"st. petersburg, fl, usa"
"397","St. Petersburg , FL",1971,7,-82.6402915,27.7676008,"st. petersburg, fl, usa"
"398","St. Petersburg , FL",1974,1,-82.6402915,27.7676008,"st. petersburg, fl, usa"
"399","Tallahassee , FL",1965,2,-84.2807329,30.4382559,"tallahassee, fl, usa"
"400","Tallahassee , FL",1966,2,-84.2807329,30.4382559,"tallahassee, fl, usa"
"401","Tallahassee , FL",1968,3,-84.2807329,30.4382559,"tallahassee, fl, usa"
"402","Tallahassee , FL",1969,3,-84.2807329,30.4382559,"tallahassee, fl, usa"
"403","Tallahassee , FL",1971,2,-84.2807329,30.4382559,"tallahassee, fl, usa"
"404","Tallahassee , FL",1974,1,-84.2807329,30.4382559,"tallahassee, fl, usa"
"405","Tampa , FL",1965,5,-82.4571776,27.950575,"tampa, fl, usa"
"406","Tampa , FL",1966,5,-82.4571776,27.950575,"tampa, fl, usa"
"407","Tampa , FL",1968,5,-82.4571776,27.950575,"tampa, fl, usa"
"408","Tampa , FL",1969,5,-82.4571776,27.950575,"tampa, fl, usa"
"409","Tampa , FL",1971,6,-82.4571776,27.950575,"tampa, fl, usa"
"410","Tampa , FL",1974,4,-82.4571776,27.950575,"tampa, fl, usa"
"411","Texarcana , AR",1969,1,-94.0376881,33.4417915,"texarkana, ar 71854, usa"
"412","Texarcana , AR",1971,1,-94.0376881,33.4417915,"texarkana, ar 71854, usa"
"413","Texarcana , AR",1974,1,-94.0376881,33.4417915,"texarkana, ar 71854, usa"
"414","Titusville , FL",1969,2,-80.8075537,28.6122187,"titusville, fl, usa"
"415","Tupelo , MS",1969,1,-88.7033859,34.2576066,"tupelo, ms, usa"
"416","Tupelo , MS",1971,1,-88.7033859,34.2576066,"tupelo, ms, usa"
"417","Tupelo , MS",1974,2,-88.7033859,34.2576066,"tupelo, ms, usa"
"418","Tuscaloosa , AL",1969,1,-87.5691735,33.2098407,"tuscaloosa, al, usa"
"419","Tuscaloosa , AL",1971,2,-87.5691735,33.2098407,"tuscaloosa, al, usa"
"420","Tuscaloosa , AL",1974,1,-87.5691735,33.2098407,"tuscaloosa, al, usa"
"421","Vicksberg , MS",1974,1,-90.877882,32.3526456,"vicksburg, ms, usa"
"422","Virginia Beach , TX",1965,2,-76.127558,36.822719,"4309 silverleaf dr, virginia beach, va 23462, usa"
"423","Virginia Beach , VA",1965,1,-75.977985,36.8529263,"virginia beach, va, usa"
"424","Virginia Beach , VA",1966,3,-75.977985,36.8529263,"virginia beach, va, usa"
"425","Virginia Beach , VA",1968,4,-75.977985,36.8529263,"virginia beach, va, usa"
"426","Virginia Beach , VA",1969,2,-75.977985,36.8529263,"virginia beach, va, usa"
"427","Waco , TX",1974,3,-97.1466695,31.549333,"waco, tx, usa"
"428","West Palm Beach , FL",1965,1,-80.0533746,26.7153424,"west palm beach, fl, usa"
"429","West Palm Beach , FL",1966,1,-80.0533746,26.7153424,"west palm beach, fl, usa"
"430","West Palm Beach , FL",1968,1,-80.0533746,26.7153424,"west palm beach, fl, usa"
"431","West Palm Beach , FL",1969,1,-80.0533746,26.7153424,"west palm beach, fl, usa"
"432","West Palm Beach , FL",1971,1,-80.0533746,26.7153424,"west palm beach, fl, usa"
"433","West Palm Beach , FL",1974,2,-80.0533746,26.7153424,"west palm beach, fl, usa"
"434","Wichita Falls , TX",1965,2,-98.4933873,33.9137085,"wichita falls, tx, usa"
"435","Wichita Falls , TX",1966,2,-98.4933873,33.9137085,"wichita falls, tx, usa"
"436","Wichita Falls , TX",1968,2,-98.4933873,33.9137085,"wichita falls, tx, usa"
"437","Wichita Falls , TX",1969,2,-98.4933873,33.9137085,"wichita falls, tx, usa"
"438","Wilmington , NC",1966,2,-77.8868117,34.2103894,"wilmington, nc, usa"
"439","Wilmington , NC",1968,2,-77.8868117,34.2103894,"wilmington, nc, usa"
"440","Wilmington , NC",1969,5,-77.8868117,34.2103894,"wilmington, nc, usa"
"441","Wilmington , NC",1971,1,-77.8868117,34.2103894,"wilmington, nc, usa"
"442","Woonsocket , NC",1969,3,-71.5147839,42.0028761,"woonsocket, ri 02895, usa"
"443","Wrightsville Beach , NC",1971,1,-77.7963709,34.2085036,"wrightsville beach, nc, usa"
"444","Wrightsville Beach , NC",1974,1,-77.7963709,34.2085036,"wrightsville beach, nc, usa"
